bbl,facdomain,facgroup,facsubgrp,factype,facname,overagency,address,id
1017870080,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,DEMOCRACY PREP ENDURANCE CHARTER HS,NYC Department of Education,240 EAST 123 STREET,9293
1017887502,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,ROSIE AND HARRY'S PLACE,NYC Department of Education,206 EAST 124 STREET,25792
1017887502,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,THE GRAHAM SCHOOL,NYC Department of Education,206 EAST 124 STREET,29561
1017970100,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,CASITA MARIA INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,2351 1 AVENUE,5612
1017970100,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,SCAN-NEW YORK VOLUNTEER PARENT-AIDES ASSOCIATION INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,2351 1 AVENUE,26270
1017970100,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,PARTNERSHIP WITH CHILDREN INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,2351 1 AVENUE,23190
1018080001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,SENATOR ROBERT F. WAGNER SR. (1),NYC Department of Education,20 PALADINO AVENUE,26545
1018080001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,SENATOR ROBERT F. WAGNER SR. (2),NYC Department of Education,40 PALADINO AVENUE,26546
1018080001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,SENATOR ROBERT F. WAGNER SR. (5),NYC Department of Education,2370 1 AVENUE,26550
1018080001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,WAGNER COMMUNITY CENTER,NYC Department of Education,435 EAST 120 STREET,31756
1018160001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DOE UNIVERSAL PRE-KINDERGARTEN,DOE UNIVERSAL PRE-K,P.S. 112 JOSE CELSO BARBOSA,NYC Department of Education,535 EAST 119 STREET,21470
1018160001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DOE UNIVERSAL PRE-KINDERGARTEN,DOE UNIVERSAL PRE-K,RIVER EAST ELEMENTARY,NYC Department of Education,508 EAST 120 STREET,25511
1018160001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,UNION SETTLEMENT ASSOCIATION INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,535 EAST 119 STREET,30744
1018160001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,CITY YEAR INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,508 EAST 120 STREET,7929
1018190010,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,WARDS ISLAND PROJECT,NYS Department of Health,111 SUNKEN GARDEN LOOP,31810
1018190010,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,WARDS ISLAND FAMILY HEALTH CENTER,NYS Department of Health,13 HELL GATE CIRCLE,31807
1018190010,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,ON-SITE REHABILITATION,NYS Office of Mental Health,65 CHARLES GAY LOOP,20841
1018190010,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,SKILLED NURSING FACILITY ENHANCED SUPPORT PROGRAM,NYS Office of Mental Health,600 EAST 125 STREET,27030
1018190010,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,RIVEREDGE COMMUNITY HOUSE / DMH,NYS Office of Mental Health,600 EAST 125 STREET,25585
1018280015,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,OPPORTUNITY CHARTER SCHOOL,NYC Department of Education,240 WEST 113 STREET,20920
1018280015,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,SUCCESS ACAD CHARTER SCH-HARLEM 4,NYC Department of Education,240 WEST 113 STREET,28587
1018300011,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,NYCHA-RANDOLPH,NYC Department of Education,251 WEST 114 STREET,20365
1018300011,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,SENATOR ROBERT A TAFT (2),NYC Department of Education,251 WEST 114 STREET,26544
1018300019,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,SECONDARY SCHOOL - PUBLIC,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,NYC Department of Education,215 WEST 114 STREET,11892
1018300019,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,SECONDARY SCHOOL - PUBLIC,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,NYC Department of Education,215 WEST 114 STREET,31749
1018310029,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",DUNLEVY MILBANK HIGH,NYC Department of Youth and Community Development,14 32 WEST 118TH STREET,9784
1018310029,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",DUNLEVY MILBANK ELEMENTARY,NYC Department of Youth and Community Development,14 32 WEST 118TH STREET,9782
1018337507,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,BONJOUR  NY,NYC Department of Health and Mental Hygiene,805 COLUMBUS AVENUE,3660
1018337507,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,BIG APPLE DAY PROGRAM,NYC Department of Health and Mental Hygiene,805 COLUMBUS AVENUE,3345
1018510008,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,MP WEST 97 LLC,NYC Department of Consumer Affairs,120 WEST 97 STREET,18875
1018510008,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,MP WEST 97 LLC,NYC Department of Consumer Affairs,135 WEST 96 STREET,18877
1018510008,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,MP WEST 97 LLC,NYC Department of Consumer Affairs,122 WEST 97 STREET,18876
1018510008,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"LES PETIT  SOURIRES, LLC",NYC Department of Health and Mental Hygiene,122 WEST 97 STREET,16664
1018510008,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"CHABAD LUBAVITCH OF THE WEST SIDE, INC.",NYC Department of Health and Mental Hygiene,166 WEST 97 STREET,5978
1018517501,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,WILLIAM F RYAN COMMUNITY HEALTH CENTER INC,NYS Department of Health,110 WEST 97 STREET,32263
1018517501,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,WILLIAM F RYAN COMMUNITY HEALTH CENTER INC EARLY INTERVENTION SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,NYC Department of Health and Mental Hygiene,110 WEST 97 STREET,32265
1018527502,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,AVANTUS UPPER MANHATTAN DIALYSIS CENTER,NYS Department of Health,801 AMSTERDAM AVENUE,2509
1018527502,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,WILLIAM F RYAN COMMUNITY HEALTH CENTER INC,NYS Department of Health,801 AMSTERDAM AVENUE,32264
1018590001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,YMCA OF GREATER NEW YORK/WEST SIDE AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,150 WEST 105 STREET,32915
1018590001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,REEL STORIES TEEN FILMMAKING INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,150 WEST 105 STREET,25168
1018660001,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,HEALTH FACILITY,THE MOUNT SINAI HOSPITAL PEP CENTERS OF EXCELLENCE - ON CALL CLINICAL SERVICES,NYC Department of Health and Mental Hygiene,440 WEST 114 STREET,29875
1018660001,HEALTH AND HUMAN SERVICES,HEALTH CARE,OTHER HEALTH CARE,HEALTH FACILITY,ST LUKE'S - ROOSEVELT HOSPITAL MEDICAL CASE MANAGEMENT,NYC Department of Health and Mental Hygiene,440 WEST 114 STREET,27803
1018670001,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,TRINITY HOUSE OP,NYS Office of Alcoholism and Substance Abuse Services,1111 AMSTERDAM AVENUE,30528
1018670001,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,ST. LUKE'S-ROOSEVELT HOSP OP,NYS Office of Alcoholism and Substance Abuse Services,1111 AMSTERDAM AVENUE,28072
1018670001,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,ST. LUKE'S-ROOSEVELT HOSP OP 1,NYS Office of Alcoholism and Substance Abuse Services,1111 AMSTERDAM AVENUE,28073
1018670001,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT REHABILITATION,ST. LUKE'S-ROOSEVELT HOSPITAL OP R,NYS Office of Alcoholism and Substance Abuse Services,1111 AMSTERDAM AVENUE,28075
1018670001,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT REHABILITATION,TRINITY HOUSE OP R,NYS Office of Alcoholism and Substance Abuse Services,1111 AMSTERDAM AVENUE,30529
1018670009,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,CHILD AND FAMILY SCREENING SERVICES,NYS Office of Mental Health,411 WEST 114 STREET,6151
1018670009,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,NY DOWNSTATE FAMILY SUPPORT SERVICES,NYS Office of Mental Health,411 WEST 114 STREET,20080
1018710029,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,MUSIC,"RIVERSIDE SYMPHONY, INC.",NYC Department of Cultural Affairs,225 WEST 99TH STREET,25600
1018710029,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,MUSIC,"WESTERN WIND VOCAL ENSEMBLE, INC.",NYC Department of Cultural Affairs,225 WEST 99TH STREET,32163
1018710029,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,THEATER,"CREATIVE ALTERNATIVES OF NEW YORK, INC.",NYC Department of Cultural Affairs,225 WEST 99TH STREET,8881
1018710029,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,THEATER,"NEW YORK GILBERT & SULLIVAN PLAYERS, INC.",NYC Department of Cultural Affairs,225 WEST 99TH STREET,19655
1018720001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"YALDAYNU CENTER, INC.",NYC Department of Health and Mental Hygiene,251 WEST 100 STREET,32633
1018720001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"PURPLE CIRCLE DAY CARE CENTER INC,",NYC Department of Health and Mental Hygiene,251 WEST 100 STREET,24472
1018720001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,MORNINGSIDE MONTESSORI SCHOOL,NYC Department of Health and Mental Hygiene,251 WEST 100 STREET,18637
1018790057,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,BRIDGE DIANE GOLDBERG PROS,NYS Office of Mental Health,248 WEST 108 STREET,3874
1018790057,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,BRIDGE CLINIC TREATMENT PROGRAM,NYS Office of Mental Health,248 WEST 108 STREET,3872
1018800013,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,BOYS & GIRLS HARBOR INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,234 WEST 109 STREET,3797
1018800013,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,YMCA OF GREATER NEW YORK/WEST SIDE AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,234 WEST 109 STREET,32916
1018850036,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,HEALTH  HOME CARE MANAGEMENT C&Y,NYS Office of Mental Health,1090 AMSTERDAM AVENUE,13543
1018850036,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,CONSULT/LIAISON SVCS - ST. LUKE'S SITE,NYS Office of Mental Health,1090 AMSTERDAM AVENUE,8646
1018850036,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,HEALTH HOME C&Y NON MEDICAID CARE MANAGEMENT,NYS Office of Mental Health,1090 AMSTERDAM AVENUE,13563
1018850036,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,ST. LUKE'S HCBS WAIVER,NYS Office of Mental Health,1090 AMSTERDAM AVENUE,28064
1018870010,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,EMPIRE PARKING CORP.,NYC Department of Consumer Affairs,303 WEST 96 STREET,10450
1018870010,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,UPPER WEST PARKING INC,NYC Department of Consumer Affairs,303 WEST 96 STREET,31111
1018940056,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,BANK STREET COLLEGE FAMILY CENTER,NYC Department of Health and Mental Hygiene,610 WEST 112 STREET,2698
1018940056,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,THE BANK STREET COLLEGE OF EDUCATION,NYC Department of Health and Mental Hygiene,610 WEST 112 STREET,29170
1019090012,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,JOB CENTER,ST. NICHOLAS JOB CENTER,NYC Human Resources Administration,132 WEST 125 STREET,140
1019090012,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,JOB CENTER,FAMILY SERVICES CALL CENTER MANHATTAN,NYC Human Resources Administration,132 WEST 125 STREET,11096
1019090020,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,MOBILE DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,MOBILE MEDICAL UNIT,NYS Department of Health,123 WEST 124 STREET,18493
1019090020,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,MOBILE DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,MOBILE DENTAL UNIT,NYS Department of Health,123 WEST 124 STREET,18484
1019100001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,MANHATTAN PC MANHATTAN AND BRONX - HHCM,NYS Office of Mental Health,163 WEST 125 STREET,17689
1019100001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,MANHATTAN WEST SELF HELP,NYS Office of Mental Health,163 WEST 125 STREET,17714
1019100001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,MANHATTAN PC - HHCM,NYS Office of Mental Health,163 WEST 125 STREET,17687
1019300030,HEALTH AND HUMAN SERVICES,HEALTH CARE,HEALTH PROMOTION AND DISEASE PREVENTION,PREVENTIVE SERVICES,THE CHILDREN'S VILLAGE PREVENTIVE SERVICES,NYC Administration for Childrens Services,2090 ADAM CLAYTON POWELL JR BOULEVARD,29369
1019300030,HEALTH AND HUMAN SERVICES,HEALTH CARE,HEALTH PROMOTION AND DISEASE PREVENTION,PREVENTIVE SERVICES,NEW YORK FOUNDLING HOSPITAL PREVENTIVE SERVICES,NYC Administration for Childrens Services,2090 ADAM CLAYTON POWELL JR BOULEVARD,19647
1019300030,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,CASES MANHATTAN ACT PROGRAM,NYS Office of Mental Health,2090 7 AVENUE,5607
1019300030,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,NATHANIEL CLINIC,NYS Office of Mental Health,2090 ADAM CLAYTON POWELL JR BOULEVARD,19172
1019300030,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,MANHATTAN FORENSIC ACT TEAM 2,NYS Office of Mental Health,2090 7 AVENUE,17623
1019300030,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,MANHATTAN FORENSIC ACT TEAM 1,NYS Office of Mental Health,2090 7 AVENUE,17622
1019300030,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,NEW YORK FOUNDLING MENTAL HEALTH CLINIC,NYS Office of Mental Health,2090 7 AVENUE,19649
1019300030,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,BEDFORD HILLS PROGRAM,NYS Office of Mental Health,2090 ADAM CLAYTON POWELL BOULEVARD,2989
1019300030,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,ASSISTED COMPETITIVE EMPLOYMENT,NYS Office of Mental Health,2090 ADAM CLAYTON POWELL BOULEVARD,2369
1019300030,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,HOWIE THE HARP,NYS Office of Mental Health,2090 ADAM CLAYTON POWELL BOULEVARD,14222
1019300030,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,ONGOING INTEGRATED SUPPORTED EMPLOYMENT SERVICES,NYS Office of Mental Health,2090 ADAM CLAYTON POWELL BOULEVARD,20877
1019390011,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,DEMOCRACY PREP LOWER CHARTER SCHOOL,NYC Department of Education,222 WEST 134 STREET,9299
1019390011,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,ST HOPE LEADERSHIP ACAD CHARTER SCH,NYC Department of Education,222 W 134TH ST-RM 111,27740
1019410020,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,UPPER MANHATTAN - HH CM,NYS Office of Mental Health,215 WEST 135 STREET,31095
1019410020,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,UPPER MANHATTAN - HH NONMED CM,NYS Office of Mental Health,215 WEST 135 STREET,31096
1019477501,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"PETITS POUSSINS TOO, INC.",NYC Department of Health and Mental Hygiene,2235 FREDERICK DOUGLAS BOULEVARD,23386
1019477501,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"PETITS POUSSINS TOO, INC",NYC Department of Health and Mental Hygiene,2235 FREDERICK DOUGLAS BOULEVARD,23385
1019640001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,GRANT (1),NYC Department of Education,1295 AMSTERDAM AVENUE,12883
1019640001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,GRANT HOUSES DYCD SUMMER PROGRAM,NYC Department of Education,1301 AMSTERDAM AVENUE,12895
1019640001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,GRANT DAY CARE CENTER,NYC Administration for Childrens Services,1299 AMSTERDAM AVENUE,12891
1019640001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"THE EAST HARLEM BLOCK NURSERY, INC.",NYC Department of Health and Mental Hygiene,1299 AMSTERDAM AVENUE,29443
1019640012,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,KIPP NEW YORK INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,433 WEST 123 STREET,16112
1019640012,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,YM-YWHA OF WASHINGTON HEIGHTS INWOOD AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,425 WEST 123 STREET,32865
1019660049,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,JOBS & INTERNSHIPS,ECUMENICAL COMMUNITY DEVELOPMENT ORGANIZATION JOBS & INTERNSHIPS,NYC Department of Youth and Community Development,443 WEST 125 STREET,10141
1019660049,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,JOBS & INTERNSHIPS,ECUMENICAL COMMUNITY DEVELOPMENT ORGANIZATION JOBS & INTERNSHIPS,NYC Department of Youth and Community Development,439 WEST 125 STREET,10140
1019660070,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,THE MOMENTUM PROJECT AT ST. JOSEPH OF THE HOLY FAM,Non-public,405 WEST 125 STREET,29852
1019660070,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,ST. JOSEPH OF THE HOLY FAMILY,Non-public,405 WEST 125 STREET,28036
1019700042,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,SUCCESS ACADEMY HARLEM CENTRAL MIDDL,NYC Department of Education,461 WEST 131 STREET,28656
1019700042,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,SUCCESS ACADEMY CHARTER-HARLEM 6,NYC Department of Education,461 WEST 131 STREET,28636
1019730001,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,"LOW MEMORIAL LIBRARY, COLUMBIA UNIVERSITY","The New York State Office of Parks, Recreation and Historic Preservation",,17154
1019730001,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,"PUPIN PHYSICS LABORATORIES, COLUMBIA UNIVERSITY","The New York State Office of Parks, Recreation and Historic Preservation",,24462
1019780001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,THE CHILDREN'S LEARNING CENTER AT MORNINGSIDE HEIGHTS,NYC Department of Health and Mental Hygiene,90 LASALLE STREET,29360
1019780001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,CHILDREN'S LEARNING CENTER AT MORNINGSIDE HEIGHTS,NYC Department of Health and Mental Hygiene,90 LASALLE STREET,6258
1019800001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,GRANT (2),NYC Department of Education,3150 BROADWAY,12884
1019800001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,NYCHA GRANT (3),NYC Department of Education,75 LASALLE STREET,20282
